Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
327654607,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
327658611,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,8F,8A,
327661610,00000130,false,Rx,0,5,00,02,34,3F,DC,00,00,00,
327673599,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
327674596,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
327695614,000000C0,false,Rx,0,2,F4,FF,00,00,00,00,00,00,
327725582,000001A6,false,Rx,0,8,05,00,02,00,00,00,14,FE,
327732584,000004EE,false,Rx,0,8,70,52,FF,01,FF,FF,FF,FF,
327739577,000001D0,false,Rx,0,8,5D,FF,42,C6,00,00,3D,00,
327744573,000000A8,false,Rx,0,8,C5,09,00,00,00,0F,03,02,
327746570,000000AA,false,Rx,0,8,B7,09,00,00,FF,FF,04,00,
327747571,000000BE,false,Rx,0,5,0F,FF,FF,FF,FF,00,00,00,
327750569,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
327751571,000001D6,false,Rx,0,2,C0,00,00,00,00,00,00,00,
327752572,000001EA,false,Rx,0,2,F0,FF,00,00,00,00,00,00,
327752577,000001EE,false,Rx,0,2,00,FF,00,00,00,00,00,00,
327753576,000002A6,false,Rx,0,2,00,FC,00,00,00,00,00,00,
327754564,000000C8,false,Rx,0,6,00,80,FD,00,80,DA,00,00,
327756565,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
327757565,0000019E,false,Rx,0,8,00,ED,D0,FC,F0,43,00,8F,
327758566,000001A0,false,Rx,0,8,00,80,01,E0,FE,F4,DF,D7,
327759571,000001D2,false,Rx,0,6,F0,0F,FF,5D,F0,FF,00,00,
327760563,000001FE,false,Rx,0,2,C0,00,00,00,00,00,00,00,
327761564,00000130,false,Rx,0,5,00,02,34,3F,ED,00,00,00,
327763561,00000304,false,Rx,0,2,E3,FF,00,00,00,00,00,00,
327773574,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
327774557,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
327780560,000001FC,false,Rx,0,2,A4,05,00,00,00,00,00,00,
327825561,000001A6,false,Rx,0,8,05,00,02,00,00,00,A4,FF,
327831545,000004F0,false,Rx,0,8,72,52,FF,01,00,30,84,00,
327840544,000001D0,false,Rx,0,8,5D,FF,43,C6,00,00,3D,00,
327844534,000000A8,false,Rx,0,8,C0,04,00,00,00,0F,03,02,
327846542,000000AA,false,Rx,0,8,B2,04,00,00,FF,FF,04,00,
327854532,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
327858528,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,3F,3A,
327861535,00000130,false,Rx,0,5,00,02,34,3F,FE,00,00,00,
327873527,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
327874521,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
327891533,000002FC,false,Rx,0,7,80,00,05,FF,FF,FF,FF,00,
327893524,000002A0,false,Rx,0,8,88,88,88,00,02,60,00,20,
327895517,000000C0,false,Rx,0,2,F5,FF,00,00,00,00,00,00,
327916530,000004F2,false,Rx,0,8,73,52,FF,01,00,00,00,00,
327925507,000001A6,false,Rx,0,8,05,00,02,00,00,00,34,F1,
327940524,000001D0,false,Rx,0,8,5D,FF,44,C6,00,00,3D,00,
327944500,000000A8,false,Rx,0,8,CA,0E,00,00,00,0F,03,02,
327946496,000000AA,false,Rx,0,8,BC,0E,00,00,FF,FF,04,00,
327947504,000000BE,false,Rx,0,5,AF,FF,FF,FF,FF,00,00,00,
327950497,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
327951495,000000C8,false,Rx,0,6,00,80,FD,00,80,D3,00,00,
327954489,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
327956493,0000019E,false,Rx,0,8,00,ED,80,FC,F0,43,00,3F,
327958495,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,8F,8A,
327959491,000001D2,false,Rx,0,6,F0,0F,FF,6D,F0,FF,00,00,
327961489,00000130,false,Rx,0,5,00,02,34,3F,00,00,00,00,
327963485,000003BD,false,Rx,0,2,FD,FF,00,00,00,00,00,00,
327973506,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
327974494,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
327980485,000001FC,false,Rx,0,2,A5,05,00,00,00,00,00,00,
327988493,000001B5,false,Rx,0,6,FF,FF,02,00,08,FF,00,00,
328002503,000004F3,false,Rx,0,8,78,52,FF,01,FF,FF,FF,FF,
328025490,000001A6,false,Rx,0,8,05,00,02,00,00,00,C4,F2,
328038477,000002CA,false,Rx,0,2,79,FF,00,00,00,00,00,00,
328040455,000001D0,false,Rx,0,8,5D,FF,45,C6,00,00,3D,00,
328044459,000000A8,false,Rx,0,8,C5,09,00,00,00,0F,03,02,
328046466,000000AA,false,Rx,0,8,B7,09,00,00,FF,FF,04,00,
328054453,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
328058455,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,DF,DA,
328061458,00000130,false,Rx,0,5,00,02,34,3F,11,00,00,00,
328073446,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
328074446,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
328095446,000000C0,false,Rx,0,2,F6,FF,00,00,00,00,00,00,
328098444,000004F8,false,Rx,0,8,00,52,FF,01,FF,FF,FF,FF,
328125441,000001A6,false,Rx,0,8,05,00,02,00,00,00,54,F4,
328140428,000001D0,false,Rx,0,8,5D,FF,46,C6,00,00,3D,00,
328144418,000000A8,false,Rx,0,8,C0,04,00,00,00,0F,03,02,
328146421,000000AA,false,Rx,0,8,B2,04,00,00,FF,FF,04,00,
328147423,000000BE,false,Rx,0,5,5F,FF,FF,FF,FF,00,00,00,
328150423,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
328151427,000000C8,false,Rx,0,6,00,80,FD,00,80,F2,00,00,
328154425,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
328156419,0000019E,false,Rx,0,8,00,ED,30,FC,F0,43,00,EE,
328158419,000001A0,false,Rx,0,8,00,80,FC,EF,FE,F7,3F,45,
328159414,000001D2,false,Rx,0,6,F0,0F,FF,7D,F0,FF,00,00,
328161412,00000130,false,Rx,0,5,00,02,34,3F,22,00,00,00,
328173413,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
328174404,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
328180418,00000480,false,Rx,0,8,40,42,FF,01,FF,FF,FF,FF,
328180424,000001FC,false,Rx,0,2,A6,05,00,00,00,00,00,00,
328189410,00000598,false,Rx,0,8,40,33,01,15,FF,FF,FF,FF,
328195400,000002AE,false,Rx,0,2,FC,FF,00,00,00,00,00,00,
328197397,00000356,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
328198396,00000357,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
328200403,00000358,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
328225396,000001A6,false,Rx,0,8,05,00,02,00,00,00,E4,F5,
328241387,000001D0,false,Rx,0,8,5D,FF,47,C6,00,00,3D,00,
328244387,000000A8,false,Rx,0,8,CA,0E,00,00,00,0F,03,02,
328246386,000000AA,false,Rx,0,8,BC,0E,00,00,FF,FF,04,00,
328254390,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
328258376,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,8F,8A,
328261383,00000130,false,Rx,0,5,00,02,34,3F,33,00,00,00,
328265383,000004C0,false,Rx,0,8,41,42,FF,01,00,01,DA,00,
328273370,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
328274380,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
328295361,000000C0,false,Rx,0,2,F7,FF,00,00,00,00,00,00,
328325360,000001A6,false,Rx,0,8,05,00,02,00,00,00,74,F7,
328341341,000001D0,false,Rx,0,8,5D,FF,48,C6,00,00,3D,00,
328344348,000000A8,false,Rx,0,8,C5,09,00,00,00,0F,03,02,
328346349,000000AA,false,Rx,0,8,B7,09,00,00,FF,FF,04,00,
328347338,000000BE,false,Rx,0,5,0F,FF,FF,FF,FF,00,00,00,
328350349,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
328351342,000000C8,false,Rx,0,6,00,80,FD,00,80,12,00,00,
328354336,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
328355343,000004C1,false,Rx,0,8,43,52,FE,01,FF,FF,FF,FF,
328356343,0000019E,false,Rx,0,8,00,ED,D0,FC,F0,43,00,8F,
328358345,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,DF,DA,
328359340,000001D2,false,Rx,0,6,F0,0F,FF,8D,F0,FF,00,00,
328361332,00000130,false,Rx,0,5,00,02,34,3F,44,00,00,00,
328373333,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
328374331,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
328380325,000001FC,false,Rx,0,2,A7,05,00,00,00,00,00,00,
328425316,000001A6,false,Rx,0,8,05,00,02,00,00,00,04,F9,
328441306,000001D0,false,Rx,0,8,5D,FF,49,C6,00,00,3D,00,
328444303,000000A8,false,Rx,0,8,C0,04,00,00,00,0F,03,02,
328446313,000000AA,false,Rx,0,8,B2,04,00,00,FF,FF,04,00,
328447311,000004C3,false,Rx,0,8,44,52,FF,01,FF,FF,FF,FF,
328454316,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
328458305,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,3F,3A,
328461307,00000130,false,Rx,0,5,00,02,34,3F,55,00,00,00,
328462299,000001B6,false,Rx,0,7,FF,FF,3C,00,00,00,00,00,
328473297,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
328474303,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
328495312,000000C0,false,Rx,0,2,F8,FF,00,00,00,00,00,00,
328513293,00000328,false,Rx,0,6,70,AD,1D,00,16,20,00,00,
328525287,000001A6,false,Rx,0,8,05,00,02,00,00,00,94,FA,
328530281,000004C4,false,Rx,0,8,45,52,FF,01,FF,FF,FF,FF,
328541276,000001D0,false,Rx,0,8,5D,FF,4A,C6,00,00,3D,00,
328544267,000000A8,false,Rx,0,8,CA,0E,00,00,00,0F,03,02,
328546271,000000AA,false,Rx,0,8,BC,0E,00,00,FF,FF,04,00,
328547262,000000BE,false,Rx,0,5,AF,FF,FF,FF,FF,00,00,00,
328550267,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
328551261,000000C8,false,Rx,0,6,00,80,FD,00,80,32,00,00,
328554262,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
328556272,0000019E,false,Rx,0,8,00,ED,80,FC,F0,43,00,3F,
328558259,000001A0,false,Rx,0,8,00,80,01,E0,FE,F4,8F,87,
328559266,000001D2,false,Rx,0,6,F0,0F,FF,9D,F0,FF,00,00,
328561267,00000130,false,Rx,0,5,00,02,34,3F,66,00,00,00,
328573268,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
328574259,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
328580260,000001FC,false,Rx,0,2,A8,05,00,00,00,00,00,00,
328625262,000001A6,false,Rx,0,8,05,00,02,00,00,00,24,FC,
328628242,000004C5,false,Rx,0,8,60,52,FF,FF,FF,FF,FF,FF,
328642252,000001D0,false,Rx,0,8,5D,FF,4B,C6,00,00,3D,00,
328644229,000000A8,false,Rx,0,8,C5,09,00,00,00,0F,03,02,
328646234,000000AA,false,Rx,0,8,B7,09,00,00,FF,FF,04,00,
328654243,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
328658223,000001A0,false,Rx,0,8,00,80,01,E0,FE,F4,DF,D7,
328661227,00000130,false,Rx,0,5,00,02,34,3F,77,00,00,00,
328673245,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
328674222,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
328695225,000000C0,false,Rx,0,2,F9,FF,00,00,00,00,00,00,
328706222,000005C0,false,Rx,0,8,04,00,32,FF,FF,FF,F4,FF,
328718213,000004E0,false,Rx,0,8,62,52,FF,01,FF,FF,FF,FF,
328722204,00000580,false,Rx,0,8,04,11,04,01,05,FF,00,F0,
328726200,000001A6,false,Rx,0,8,05,00,02,00,00,00,B4,FD,
328742209,000001D0,false,Rx,0,8,5D,FF,4C,C6,00,00,3D,00,
328744193,000000A8,false,Rx,0,8,C0,04,00,00,00,0F,03,02,
328746190,000000AA,false,Rx,0,8,B2,04,00,00,FF,FF,04,00,
328747185,000000BE,false,Rx,0,5,5F,FF,FF,FF,FF,00,00,00,
328750188,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
328751184,000001D6,false,Rx,0,2,C0,00,00,00,00,00,00,00,
328752193,000001EA,false,Rx,0,2,F0,FF,00,00,00,00,00,00,
328753195,000001EE,false,Rx,0,2,00,FF,00,00,00,00,00,00,
328753200,000002A6,false,Rx,0,2,00,FC,00,00,00,00,00,00,
328754190,000000C8,false,Rx,0,6,00,80,FD,00,80,7A,00,00,
328756186,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
328757191,0000019E,false,Rx,0,8,00,ED,30,FC,F0,43,00,EE,
328758181,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,3F,3A,
328759184,000001D2,false,Rx,0,6,F0,0F,FF,AD,F0,FF,00,00,
328760192,000001FE,false,Rx,0,2,C0,00,00,00,00,00,00,00,
328762182,0000026E,false,Rx,0,8,00,00,00,50,FF,FF,FF,FF,
328763184,00000130,false,Rx,0,5,00,02,34,3F,88,00,00,00,
328763189,00000304,false,Rx,0,2,E3,FF,00,00,00,00,00,00,
328773176,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
328774181,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
328780174,000001FC,false,Rx,0,2,A9,05,00,00,00,00,00,00,
328816186,000004E2,false,Rx,0,8,64,52,FF,01,FF,FF,FF,FF,
328825176,000001A6,false,Rx,0,8,05,00,02,00,00,00,44,FF,
328842165,000001D0,false,Rx,0,8,5D,FF,4D,C6,00,00,3D,00,
328844152,000000A8,false,Rx,0,8,CA,0E,00,00,00,0F,03,02,
328846163,000000AA,false,Rx,0,8,BC,0E,00,00,FF,FF,04,00,
328854160,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
328858156,000001A0,false,Rx,0,8,00,80,01,E0,FE,F4,8F,87,
328861145,00000130,false,Rx,0,5,00,02,34,3F,99,00,00,00,
328873162,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
328874138,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
328895146,000000C0,false,Rx,0,2,FA,FF,00,00,00,00,00,00,
328919141,000004E4,false,Rx,0,8,65,52,FF,01,FF,FF,FF,FF,
328926163,000001A6,false,Rx,0,8,05,00,02,00,00,00,D4,F0,
328943121,000001D0,false,Rx,0,8,5D,FF,4E,C6,00,00,3D,00,
328944118,000000A8,false,Rx,0,8,C5,09,00,00,00,0F,03,02,
328946122,000000AA,false,Rx,0,8,B7,09,00,00,FF,FF,04,00,
328947120,000000BE,false,Rx,0,5,0F,FF,FF,FF,FF,00,00,00,
328950112,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
328951122,000000C8,false,Rx,0,6,00,80,FD,00,80,72,00,00,
328954114,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
328956116,0000019E,false,Rx,0,8,00,ED,D0,FC,F0,43,00,8F,
328958112,000001A0,false,Rx,0,8,00,80,01,E0,FE,F4,DF,D7,
328959111,000001D2,false,Rx,0,6,F0,0F,FF,BD,F0,FF,00,00,
328961106,00000130,false,Rx,0,5,00,02,34,3F,BA,00,00,00,
328973119,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
328974102,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
328980126,000001FC,false,Rx,0,2,AA,05,00,00,00,00,00,00,
328988098,000001B5,false,Rx,0,6,FF,FF,02,00,08,FF,00,00,
329022104,000004E5,false,Rx,0,8,67,52,FF,01,FF,FF,FF,FF,
329026088,000001A6,false,Rx,0,8,05,00,02,00,00,00,64,F2,
329038102,000002CA,false,Rx,0,2,79,FF,00,00,00,00,00,00,
329043079,000001D0,false,Rx,0,8,5D,FF,40,C6,00,00,3D,00,
329044075,000000A8,false,Rx,0,8,C0,04,00,00,00,0F,03,02,
329046082,000000AA,false,Rx,0,8,B2,04,00,00,FF,FF,04,00,
329054094,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
329058083,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,3F,3A,
329061076,00000130,false,Rx,0,5,00,02,34,3F,CB,00,00,00,
329073092,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
329074065,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
329095080,000000C0,false,Rx,0,2,FB,FF,00,00,00,00,00,00,
329115061,000004E7,false,Rx,0,8,6D,52,FF,01,FF,FF,FF,FF,
329126054,000001A6,false,Rx,0,8,05,00,02,00,00,00,F4,F3,
329143048,000001D0,false,Rx,0,8,5D,FF,41,C6,00,00,3D,00,
329144041,000000A8,false,Rx,0,8,CA,0E,00,00,00,0F,03,02,
329146046,000000AA,false,Rx,0,8,BC,0E,00,00,FF,FF,04,00,
329147044,000000BE,false,Rx,0,5,AF,FF,FF,FF,FF,00,00,00,
329150033,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
329151044,000000C8,false,Rx,0,6,00,80,FD,00,80,92,00,00,
329154034,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
329156039,0000019E,false,Rx,0,8,00,ED,80,FC,F0,43,00,3F,
329158034,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,8F,8A,
329159033,000001D2,false,Rx,0,6,F0,0F,FF,CD,F0,FF,00,00,
329161033,00000130,false,Rx,0,5,00,02,34,3F,DC,00,00,00,
329173041,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
329174023,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
329180022,000001FC,false,Rx,0,2,AB,05,00,00,00,00,00,00,
329206023,000004ED,false,Rx,0,8,6E,52,FF,01,FF,FF,FF,FF,
329226025,000001A6,false,Rx,0,8,05,00,02,00,00,00,84,F5,
329243038,000001D0,false,Rx,0,8,5D,FF,42,C6,00,00,3D,00,
329245008,000000A8,false,Rx,0,8,C5,09,00,00,00,0F,03,02,
329246003,000000AA,false,Rx,0,8,B7,09,00,00,FF,FF,04,00,
329254000,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
329258003,000001A0,false,Rx,0,8,00,80,00,D0,FE,F2,DF,C4,
329260993,00000130,false,Rx,0,5,00,02,34,3F,ED,00,00,00,
329272993,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
329273986,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
329295001,000000C0,false,Rx,0,2,FC,FF,00,00,00,00,00,00,
329307993,000004EE,false,Rx,0,8,70,52,FF,01,FF,FF,FF,FF,
329318993,000002CE,false,Rx,0,3,80,80,F0,00,00,00,00,00,
329325969,000001A6,false,Rx,0,8,05,00,02,00,00,00,14,F7,
329343977,000000A8,false,Rx,0,8,BF,03,00,00,00,0F,03,02,
329345969,000000AA,false,Rx,0,8,B2,04,00,00,FF,FF,04,00,
329346967,000001D0,false,Rx,0,8,5D,FF,43,C6,00,00,3D,00,
329347959,000000BE,false,Rx,0,5,5F,FF,FF,FF,FF,00,00,00,
329349961,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
329350963,000000C8,false,Rx,0,6,00,80,FD,00,80,B2,00,00,
329353968,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
329355962,0000019E,false,Rx,0,8,00,ED,30,FC,F0,43,00,EE,
329357966,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,3F,3A,
329358960,000001D2,false,Rx,0,6,F0,0F,FF,DD,F0,FF,00,00,
329360953,00000130,false,Rx,0,5,00,02,34,3F,FE,00,00,00,
329372958,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
329373953,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
329379958,000001FC,false,Rx,0,2,AC,05,00,00,00,00,00,00,
329390955,000004F0,false,Rx,0,8,72,52,FF,01,00,30,84,00,
329425947,000001A6,false,Rx,0,8,05,00,02,00,00,00,A4,F8,
329443938,000000A8,false,Rx,0,8,C9,0D,00,00,00,0F,03,02,
329445932,000000AA,false,Rx,0,8,BB,0D,00,00,FF,FF,04,00,
329446920,000001D0,false,Rx,0,8,5D,FF,44,C6,00,00,3D,00,
329453930,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
329457924,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,8F,8A,
329460919,00000130,false,Rx,0,5,00,02,34,3F,00,00,00,00,
329465914,000001B6,false,Rx,0,7,FF,FF,3C,00,00,00,00,00,
329472931,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
329473916,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
329475917,000004F2,false,Rx,0,8,73,52,FF,01,00,00,00,00,
329476909,0000033A,false,Rx,0,5,18,45,81,FD,78,00,00,00,
329494925,000000C0,false,Rx,0,2,FD,FF,00,00,00,00,00,00,
329512903,00000328,false,Rx,0,6,71,AD,1D,00,16,20,00,00,
329526909,000001A6,false,Rx,0,8,05,00,02,00,00,00,34,FA,
329543895,000000A8,false,Rx,0,8,C4,08,00,00,00,0F,03,02,
329545887,000001D0,false,Rx,0,8,5D,FF,45,C6,00,00,3D,00,
329546884,000000AA,false,Rx,0,8,B7,09,00,00,FF,FF,04,00,
329547882,000000BE,false,Rx,0,5,0F,FF,FF,FF,FF,00,00,00,
329549887,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
329550883,000000C8,false,Rx,0,6,00,80,FD,00,80,D2,00,00,
329553879,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
329555890,0000019E,false,Rx,0,8,00,ED,D0,FC,F0,43,00,8F,
329557880,000001A0,false,Rx,0,8,00,80,FD,EF,FE,F4,DF,E3,
329558880,000001D2,false,Rx,0,6,F0,0F,FF,ED,F0,FF,00,00,
329560890,00000130,false,Rx,0,5,00,02,34,3F,11,00,00,00,
329561885,000004F3,false,Rx,0,8,78,52,FF,01,FF,FF,FF,FF,
329572877,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
329573870,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
329579875,000001FC,false,Rx,0,2,AD,05,00,00,00,00,00,00,
329626868,000001A6,false,Rx,0,8,05,00,02,00,00,00,C4,FB,
329636865,0000033A,false,Rx,0,5,18,45,81,FD,78,00,00,00,
329643849,000000A8,false,Rx,0,8,BF,03,00,00,00,0F,03,02,
329644849,000001D0,false,Rx,0,8,5D,FF,46,C6,00,00,3D,00,
329646852,000000AA,false,Rx,0,8,B2,04,00,00,FF,FF,04,00,
329653856,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
329657842,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,3F,3A,
329658844,000004F8,false,Rx,0,8,00,52,FF,01,FF,FF,FF,FF,
329660844,00000130,false,Rx,0,5,00,02,34,3F,22,00,00,00,
329672848,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
329673838,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
329694836,000000C0,false,Rx,0,2,FE,FF,00,00,00,00,00,00,
329725836,000001A6,false,Rx,0,8,05,00,02,00,00,00,54,FD,
329739827,00000480,false,Rx,0,8,40,42,FF,01,FF,FF,FF,FF,
329743811,000000A8,false,Rx,0,8,C9,0D,00,00,00,0F,03,02,
329744816,000001D0,false,Rx,0,8,5D,FF,47,C6,00,00,3D,00,
329746813,000000AA,false,Rx,0,8,BC,0E,00,00,FF,FF,04,00,
329747809,000000BE,false,Rx,0,5,AF,FF,FF,FF,FF,00,00,00,
329749815,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
329749822,000001D6,false,Rx,0,2,C0,00,00,00,00,00,00,00,
329750808,000001EA,false,Rx,0,2,F0,FF,00,00,00,00,00,00,
329751817,000001EE,false,Rx,0,2,00,FF,00,00,00,00,00,00,
329751824,000002A6,false,Rx,0,2,00,FC,00,00,00,00,00,00,
329753802,000000C8,false,Rx,0,6,00,80,FD,00,80,1A,00,00,
329754812,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
329755809,0000019E,false,Rx,0,8,00,ED,80,FC,F0,43,00,3F,
329757808,000001A0,false,Rx,0,8,00,80,01,E0,FE,F4,8F,87,
329758801,000001D2,false,Rx,0,6,F0,0F,FF,0D,F0,FF,00,00,
329759811,000001FE,false,Rx,0,2,C0,00,00,00,00,00,00,00,
329760797,00000130,false,Rx,0,5,00,02,34,3F,33,00,00,00,
329761798,000002FA,false,Rx,0,5,FC,04,FF,FF,FF,00,00,00,
329762806,00000304,false,Rx,0,2,E3,FF,00,00,00,00,00,00,
329772807,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
329773795,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
329779791,000001FC,false,Rx,0,2,AE,05,00,00,00,00,00,00,
329796787,0000033A,false,Rx,0,5,18,45,81,FD,78,00,00,00,
329824790,000004C0,false,Rx,0,8,41,42,FF,01,00,01,DA,00,
329826779,000001A6,false,Rx,0,8,05,00,02,00,00,00,E4,FE,
329843790,000000A8,false,Rx,0,8,C4,08,00,00,00,0F,03,02,
329845774,000001D0,false,Rx,0,8,5D,FF,48,C6,00,00,3D,00,
329846780,000000AA,false,Rx,0,8,B7,09,00,00,FF,FF,04,00,
329853779,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
329857769,000001A0,false,Rx,0,8,00,80,FD,EF,FE,F4,DF,E3,
329860761,00000130,false,Rx,0,5,00,02,34,3F,44,00,00,00,
329872787,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
329873758,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
329894770,000000C0,false,Rx,0,2,F0,FF,00,00,00,00,00,00,
329918764,000004C1,false,Rx,0,8,43,52,FE,01,FF,FF,FF,FF,
329925755,000001A6,false,Rx,0,8,05,00,02,00,00,00,74,F0,
329925767,0000031D,false,Rx,0,2,00,FE,00,00,00,00,00,00,
329943762,000000A8,false,Rx,0,8,BF,03,00,00,00,0F,03,02,
329945737,000001D0,false,Rx,0,8,5D,FF,49,C6,00,00,3D,00,
329946727,000000AA,false,Rx,0,8,B2,04,00,00,FF,FF,04,00,
329947734,000000BE,false,Rx,0,5,5F,FF,FF,FF,FF,00,00,00,
329949733,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
329950732,000000C8,false,Rx,0,6,00,80,FD,00,80,12,00,00,
329953726,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
329955725,0000019E,false,Rx,0,8,00,ED,30,FC,F0,43,00,EE,
329957726,000001A0,false,Rx,0,8,00,80,01,E0,FE,F4,3F,37,
329958737,000001D2,false,Rx,0,6,F0,0F,FF,1D,F0,FF,00,00,
